from,to,m,km,miles,seconds,minutes,hours
"Dane County, Wisconsin","St. Vincent Hospital, Green Bay",242643,242.643,150.7783602,8991,149.85,2.4975
"Dodge County, Wisconsin","St. Vincent Hospital, Green Bay",158245,158.245,98.333443,6198,103.3,1.7216666666666667
"Door County, Wisconsin","St. Vincent Hospital, Green Bay",71055,71.055,44.153577000000006,2936,48.93333333333333,0.8155555555555556
"Douglas County, Wisconsin","St. Vincent Hospital, Green Bay",486700,486.7,302.43538,16629,277.15,4.619166666666667
"Dunn County, Wisconsin","St. Vincent Hospital, Green Bay",343361,343.361,213.36452540000002,11739,195.65,3.2608333333333333
"Eau Claire County, Wisconsin","St. Vincent Hospital, Green Bay",304073,304.073,188.95096220000002,10780,179.66666666666666,2.9944444444444445
"Florence County, Wisconsin","St. Vincent Hospital, Green Bay",178174,178.174,110.7173236,7635,127.25,2.120833333333333
"Fond du Lac County, Wisconsin","St. Vincent Hospital, Green Bay",101551,101.551,63.103791400000006,5028,83.8,1.3966666666666667
"Forest County, Wisconsin","St. Vincent Hospital, Green Bay",185137,185.137,115.0441318,7498,124.96666666666667,2.082777777777778
"Grant County, Wisconsin","St. Vincent Hospital, Green Bay",346168,346.168,215.1087952,12905,215.08333333333334,3.584722222222222
"Green County, Wisconsin","St. Vincent Hospital, Green Bay",291376,291.376,181.0610464,11041,184.01666666666668,3.0669444444444443
"Green Lake County, Wisconsin","St. Vincent Hospital, Green Bay",129242,129.242,80.3109788,5280,88,1.4666666666666666
"Iowa County, Wisconsin","St. Vincent Hospital, Green Bay",294778,294.778,183.17504920000002,10664,177.73333333333332,2.962222222222222
"Iron County, Wisconsin","St. Vincent Hospital, Green Bay",342880,342.88,213.06563200000002,13352,222.53333333333333,3.7088888888888887
"Jackson County, Wisconsin","St. Vincent Hospital, Green Bay",274594,274.594,170.63271160000002,10786,179.76666666666668,2.996111111111111
"Jefferson County, Wisconsin","St. Vincent Hospital, Green Bay",198801,198.801,123.53494140000001,7446,124.1,2.0683333333333334
"Juneau County, Wisconsin","St. Vincent Hospital, Green Bay",229847,229.847,142.8269258,9115,151.91666666666666,2.5319444444444446
"Kenosha, Kenosha County, Wisconsin","St. Vincent Hospital, Green Bay",245809,245.809,152.74571260000002,8744,145.73333333333332,2.428888888888889
"Kewaunee, Kewaunee County, Wisconsin","St. Vincent Hospital, Green Bay",49540,49.54,30.784156000000003,2301,38.35,0.6391666666666667
"La Crosse County, Wisconsin","St. Vincent Hospital, Green Bay",309252,309.252,192.16919280000002,11972,199.53333333333333,3.3255555555555554
"Lafayette County, Wisconsin","St. Vincent Hospital, Green Bay",321326,321.326,199.6719764,12378,206.3,3.4383333333333335
"Langlade County, Wisconsin","St. Vincent Hospital, Green Bay",142787,142.787,88.72784180000001,5863,97.71666666666667,1.628611111111111
"Lincoln County, Wisconsin","St. Vincent Hospital, Green Bay",212402,212.402,131.98660280000001,7695,128.25,2.1375
"Manitowoc, Manitowoc County, Wisconsin","St. Vincent Hospital, Green Bay",64816,64.816,40.2766624,2684,44.733333333333334,0.7455555555555555
"Marathon County, Wisconsin","St. Vincent Hospital, Green Bay",172072,172.072,106.92554080000001,6255,104.25,1.7375
"Marinette County, Wisconsin","St. Vincent Hospital, Green Bay",105485,105.485,65.548379,4451,74.18333333333334,1.236388888888889
"Marquette County, Wisconsin","St. Vincent Hospital, Green Bay",156128,156.128,97.0179392,6398,106.63333333333334,1.7772222222222223
"Menominee County, Wisconsin","St. Vincent Hospital, Green Bay",76716,76.716,47.6713224,3421,57.016666666666666,0.9502777777777778
"Milwaukee County, Wisconsin","St. Vincent Hospital, Green Bay",186751,186.751,116.04707140000001,6361,106.01666666666667,1.7669444444444444
"Monroe County, Wisconsin","St. Vincent Hospital, Green Bay",275488,275.488,171.18824320000002,11112,185.2,3.0866666666666664
"Oconto County, Wisconsin","St. Vincent Hospital, Green Bay",43605,43.605,27.096147000000002,1937,32.28333333333333,0.5380555555555555
"Oneida County, Wisconsin","St. Vincent Hospital, Green Bay",224018,224.018,139.2047852,8798,146.63333333333333,2.443888888888889
"Outagamie County, Wisconsin","St. Vincent Hospital, Green Bay",39361,39.361,24.458925400000002,2019,33.65,0.5608333333333333
"Port Washington, Ozaukee County, Wisconsin","St. Vincent Hospital, Green Bay",141981,141.981,88.2269934,4976,82.93333333333334,1.3822222222222222
"Pepin County, Wisconsin","St. Vincent Hospital, Green Bay",364771,364.771,226.6686994,13110,218.5,3.6416666666666666
"Pierce County, Wisconsin","St. Vincent Hospital, Green Bay",402997,402.997,250.4223358,13835,230.58333333333334,3.8430555555555554
"Polk County, Wisconsin","St. Vincent Hospital, Green Bay",413645,413.645,257.03900300000004,14505,241.75,4.029166666666667
"Portage County, Wisconsin","St. Vincent Hospital, Green Bay",151620,151.62,94.216668,5435,90.58333333333333,1.5097222222222222
"Price County, Wisconsin","St. Vincent Hospital, Green Bay",301513,301.513,187.3601782,11138,185.63333333333333,3.093888888888889
"Racine, Racine County, Wisconsin","St. Vincent Hospital, Green Bay",231537,231.537,143.87709180000002,8466,141.1,2.3516666666666666
"Richland County, Wisconsin","St. Vincent Hospital, Green Bay",283436,283.436,176.1271304,12185,203.08333333333334,3.3847222222222224
"Rock County, Wisconsin","St. Vincent Hospital, Green Bay",279394,279.394,173.61543160000002,9950,165.83333333333334,2.763888888888889
"Rusk County, Wisconsin","St. Vincent Hospital, Green Bay",336841,336.841,209.3129974,12225,203.75,3.3958333333333335
"St. Croix County, Wisconsin","St. Vincent Hospital, Green Bay",390379,390.379,242.5815106,13440,224,3.7333333333333334
"Sauk County, Wisconsin","St. Vincent Hospital, Green Bay",236370,236.37,146.88031800000002,10358,172.63333333333333,2.877222222222222
"Sawyer County, Wisconsin","St. Vincent Hospital, Green Bay",373240,373.24,231.93133600000002,13698,228.3,3.805
"Shawano County, Wisconsin","St. Vincent Hospital, Green Bay",71899,71.899,44.6780386,2909,48.483333333333334,0.8080555555555555
"Sheboygan, Sheboygan County, Wisconsin","St. Vincent Hospital, Green Bay",102868,102.868,63.922175200000005,3721,62.016666666666666,1.033611111111111
"Taylor County, Wisconsin","St. Vincent Hospital, Green Bay",256791,256.791,159.5699274,9374,156.23333333333332,2.6038888888888887
"Trempealeau County, Wisconsin","St. Vincent Hospital, Green Bay",341401,341.401,212.1465814,12935,215.58333333333334,3.5930555555555554
"Vernon County, Wisconsin","St. Vincent Hospital, Green Bay",302635,302.635,188.057389,13259,220.98333333333332,3.6830555555555557
"Vilas County, Wisconsin","St. Vincent Hospital, Green Bay",252702,252.702,157.0290228,10816,180.26666666666668,3.0044444444444443
"Walworth County, Wisconsin","St. Vincent Hospital, Green Bay",266161,266.161,165.3924454,9117,151.95,2.5325
"Washburn County, Wisconsin","St. Vincent Hospital, Green Bay",435892,435.892,270.8632888,14718,245.3,4.088333333333333
"Washington County, Wisconsin","St. Vincent Hospital, Green Bay",169420,169.42,105.27758800000001,5897,98.28333333333333,1.6380555555555556
"Waukesha County, Wisconsin","St. Vincent Hospital, Green Bay",222309,222.309,138.1428126,7740,129,2.15
"Waupaca County, Wisconsin","St. Vincent Hospital, Green Bay",92055,92.055,57.202977000000004,4402,73.36666666666666,1.2227777777777777
"Waushara County, Wisconsin","St. Vincent Hospital, Green Bay",132973,132.973,82.62942220000001,5141,85.68333333333334,1.4280555555555556
"Winnebago County, Wisconsin","St. Vincent Hospital, Green Bay",95205,95.205,59.160387,3544,59.06666666666667,0.9844444444444445
"Wood County, Wisconsin","St. Vincent Hospital, Green Bay",205201,205.201,127.51190140000001,7943,132.38333333333333,2.2063888888888887
"Adams County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",251055,251.055,156.00557700000002,8519,141.98333333333332,2.366388888888889
"Ashland, Ashland County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",562368,562.368,349.4554752,20493,341.55,5.6925
"Barron County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",479202,479.202,297.7761228,15708,261.8,4.363333333333333
"Bayfield County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",593247,593.247,368.6436858,22146,369.1,6.151666666666666
"Brown County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",174131,174.131,108.20500340000001,6224,103.73333333333333,1.728888888888889
"Buffalo County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",416228,416.228,258.6440792,14541,242.35,4.039166666666667
"Burnett County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",558148,558.148,346.8331672,18825,313.75,5.229166666666667
"Calumet County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",161807,161.807,100.54686980000001,6300,105,1.75
"Chippewa County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",435836,435.836,270.8284904,14656,244.26666666666668,4.071111111111111
"Clark County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",392856,392.856,244.12071840000002,13641,227.35,3.7891666666666666
"Columbia County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",153933,153.933,95.6539662,5557,92.61666666666666,1.543611111111111
"Crawford County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",264783,264.783,164.53615620000002,10848,180.8,3.013333333333333
"Dane County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",148975,148.975,92.573065,5627,93.78333333333333,1.5630555555555556
"Dodge County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",115467,115.467,71.75119380000001,4353,72.55,1.2091666666666667
"Door County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",248622,248.622,154.4937108,8672,144.53333333333333,2.408888888888889
"Douglas County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",594577,594.577,369.4701478,19782,329.7,5.495
"Dunn County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",438470,438.47,272.465258,14386,239.76666666666668,3.996111111111111
"Eau Claire County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",389844,389.844,242.2490616,13062,217.7,3.6283333333333334
"Florence County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",360991,360.991,224.3198074,13552,225.86666666666667,3.7644444444444445
"Fond du Lac County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",99370,99.37,61.748518000000004,4100,68.33333333333333,1.1388888888888888
"Forest County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",367954,367.954,228.64661560000002,13415,223.58333333333334,3.7263888888888888
"Grant County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",252499,252.499,156.9028786,9541,159.01666666666668,2.6502777777777777
"Green County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",181724,181.724,112.92329360000001,7159,119.31666666666666,1.988611111111111
"Green Lake County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",166835,166.835,103.67126900000001,6632,110.53333333333333,1.8422222222222222
"Iowa County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",201110,201.11,124.96975400000001,7300,121.66666666666667,2.0277777777777777
"Iron County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",491116,491.116,305.17948240000004,18195,303.25,5.054166666666666
"Jackson County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",322030,322.03,200.109442,10790,179.83333333333334,2.9972222222222222
"Jefferson County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",73885,73.885,45.912139,2978,49.63333333333333,0.8272222222222222
"Juneau County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",237678,237.678,147.6931092,8103,135.05,2.2508333333333335
"Kenosha, Kenosha County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",66397,66.397,41.259095800000004,3084,51.4,0.8566666666666667
"Kewaunee, Kewaunee County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",184538,184.538,114.6719132,6992,116.53333333333333,1.9422222222222223
"La Crosse County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",328086,328.086,203.87264040000002,10944,182.4,3.04
"Lafayette County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",222250,222.25,138.10615,8762,146.03333333333333,2.4338888888888888
"Langlade County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",300933,300.933,186.9997662,11597,193.28333333333333,3.221388888888889
"Lincoln County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",360638,360.638,224.1004532,12538,208.96666666666667,3.4827777777777778
"Manitowoc, Manitowoc County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",128885,128.885,80.089139,5004,83.4,1.39
"Marathon County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",300438,300.438,186.6921732,10675,177.91666666666666,2.9652777777777777
"Marinette County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",288301,288.301,179.1502414,10368,172.8,2.88
"Marquette County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",193721,193.721,120.37822940000001,7750,129.16666666666666,2.1527777777777777
"Menominee County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",259402,259.402,161.1924028,9291,154.85,2.5808333333333335
"Milwaukee County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",3704,3.704,2.3016656,496,8.266666666666667,0.13777777777777778
"Monroe County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",294322,294.322,182.89169080000002,10084,168.06666666666666,2.801111111111111
"Oconto County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",226422,226.422,140.69863080000002,7854,130.9,2.1816666666666666
"Oneida County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",401506,401.506,249.49582840000002,13748,229.13333333333333,3.818888888888889
"Outagamie County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",199369,199.369,123.8878966,7151,119.18333333333334,1.986388888888889
"Port Washington, Ozaukee County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",42273,42.273,26.268442200000003,2108,35.13333333333333,0.5855555555555556
"Pepin County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",430989,430.989,267.8165646,14999,249.98333333333332,4.166388888888889
"Pierce County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",498106,498.106,309.5230684,16482,274.7,4.578333333333333
"Polk County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",521522,521.522,324.07377080000003,17658,294.3,4.905
"Portage County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",243521,243.521,151.3239494,8504,141.73333333333332,2.362222222222222
"Price County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",449750,449.75,279.47465,15981,266.35,4.439166666666667
"Racine, Racine County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",52125,52.125,32.390475,2806,46.766666666666666,0.7794444444444445
"Richland County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",238162,238.162,147.9938668,9582,159.7,2.6616666666666666
"Rock County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",136342,136.342,84.7229188,5054,84.23333333333333,1.403888888888889
"Rusk County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",478734,478.734,297.4853076,17001,283.35,4.7225
"St. Croix County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",485488,485.488,301.6822432,16088,268.1333333333333,4.4688888888888885
"Sauk County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",221429,221.429,137.59598060000002,7809,130.15,2.1691666666666665
"Sawyer County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",515133,515.133,320.1036462,18473,307.8833333333333,5.131388888888889
"Shawano County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",254585,254.585,158.199119,8779,146.31666666666666,2.4386111111111113
"Sheboygan, Sheboygan County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",92972,92.972,57.772800800000006,3731,62.18333333333333,1.0363888888888888
"Taylor County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",405028,405.028,251.6843992,14217,236.95,3.9491666666666667
"Trempealeau County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",372637,372.637,231.55663180000002,12822,213.7,3.5616666666666665
"Vernon County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",279153,279.153,173.46567420000002,11489,191.48333333333332,3.191388888888889
"Vilas County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",444849,444.849,276.4291686,15866,264.43333333333334,4.407222222222222
"Walworth County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",86750,86.75,53.90645,3457,57.61666666666667,0.9602777777777778
"Washburn County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",543769,543.769,337.8980566,17871,297.85,4.964166666666666
"Washington County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",66733,66.733,41.4678862,2820,47,0.7833333333333333
"Waukesha County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",43248,43.248,26.8743072,2080,34.666666666666664,0.5777777777777777
"Waupaca County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",218615,218.615,135.847361,7949,132.48333333333332,2.2080555555555557
"Waushara County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",204053,204.053,126.7985342,8013,133.55,2.2258333333333336
"Winnebago County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",151271,151.271,93.9997994,5612,93.53333333333333,1.558888888888889
"Wood County, Wisconsin","Columbia-St. Mary's Hospital, Milwaukee",297102,297.102,184.6191828,11012,183.53333333333333,3.0588888888888888
"Adams County, Wisconsin","St. Luke's Hospital, Racine",290231,290.231,180.34954340000002,10339,172.31666666666666,2.8719444444444444
"Ashland, Ashland County, Wisconsin","St. Luke's Hospital, Racine",602062,602.062,374.1213268,22315,371.9166666666667,6.198611111111111
"Barron County, Wisconsin","St. Luke's Hospital, Racine",518377,518.377,322.1194678,17528,292.1333333333333,4.868888888888889
"Bayfield County, Wisconsin","St. Luke's Hospital, Racine",632941,632.941,393.3095374,23968,399.46666666666664,6.657777777777778
"Brown County, Wisconsin","St. Luke's Hospital, Racine",221607,221.607,137.70658980000002,8192,136.53333333333333,2.2755555555555556
"Buffalo County, Wisconsin","St. Luke's Hospital, Racine",455403,455.403,282.9874242,16361,272.68333333333334,4.544722222222222
"Burnett County, Wisconsin","St. Luke's Hospital, Racine",597323,597.323,371.17651220000005,20645,344.0833333333333,5.7347222222222225
"Calumet County, Wisconsin","St. Luke's Hospital, Racine",201501,201.501,125.2127214,8122,135.36666666666667,2.256111111111111
"Chippewa County, Wisconsin","St. Luke's Hospital, Racine",475012,475.012,295.1724568,16476,274.6,4.576666666666667
"Clark County, Wisconsin","St. Luke's Hospital, Racine",416833,416.833,259.0200262,15458,257.6333333333333,4.293888888888889
"Columbia County, Wisconsin","St. Luke's Hospital, Racine",193108,193.108,119.99731120000001,7377,122.95,2.049166666666667
"Crawford County, Wisconsin","St. Luke's Hospital, Racine",303958,303.958,188.87950120000002,12667,211.11666666666667,3.518611111111111
"Dane County, Wisconsin","St. Luke's Hospital, Racine",188150,188.15,116.91641000000001,7447,124.11666666666666,2.068611111111111
"Dodge County, Wisconsin","St. Luke's Hospital, Racine",143608,143.608,89.2380112,6244,104.06666666666666,1.7344444444444445
"Door County, Wisconsin","St. Luke's Hospital, Racine",296097,296.097,183.9946758,10640,177.33333333333334,2.9555555555555557
"Douglas County, Wisconsin","St. Luke's Hospital, Racine",633752,633.752,393.8134928,21601,360.01666666666665,6.000277777777778
"Dunn County, Wisconsin","St. Luke's Hospital, Racine",477645,477.645,296.808603,16206,270.1,4.501666666666667
"Eau Claire County, Wisconsin","St. Luke's Hospital, Racine",429019,429.019,266.5924066,14882,248.03333333333333,4.1338888888888885
"Florence County, Wisconsin","St. Luke's Hospital, Racine",408466,408.466,253.8207724,15520,258.6666666666667,4.311111111111111
"Fond du Lac County, Wisconsin","St. Luke's Hospital, Racine",139063,139.063,86.4137482,5922,98.7,1.645
"Forest County, Wisconsin","St. Luke's Hospital, Racine",415429,415.429,258.1475806,15383,256.3833333333333,4.273055555555556
"Grant County, Wisconsin","St. Luke's Hospital, Racine",291674,291.674,181.2462236,11361,189.35,3.1558333333333333
"Green County, Wisconsin","St. Luke's Hospital, Racine",171645,171.645,106.66020300000001,7817,130.28333333333333,2.171388888888889
"Green Lake County, Wisconsin","St. Luke's Hospital, Racine",206528,206.528,128.33649920000002,8454,140.9,2.348333333333333
"Iowa County, Wisconsin","St. Luke's Hospital, Racine",240285,240.285,149.313099,9120,152,2.533333333333333
"Iron County, Wisconsin","St. Luke's Hospital, Racine",530810,530.81,329.84533400000004,20017,333.6166666666667,5.560277777777777
"Jackson County, Wisconsin","St. Luke's Hospital, Racine",361206,361.206,224.4534084,12610,210.16666666666666,3.5027777777777778
"Jefferson County, Wisconsin","St. Luke's Hospital, Racine",113060,113.06,70.25548400000001,4798,79.96666666666667,1.3327777777777778
"Juneau County, Wisconsin","St. Luke's Hospital, Racine",276853,276.853,172.0364542,9923,165.38333333333333,2.756388888888889
"Kenosha, Kenosha County, Wisconsin","St. Luke's Hospital, Racine",16477,16.477,10.2388078,1119,18.65,0.31083333333333335
"Kewaunee, Kewaunee County, Wisconsin","St. Luke's Hospital, Racine",232014,232.014,144.1734996,8960,149.33333333333334,2.488888888888889
"La Crosse County, Wisconsin","St. Luke's Hospital, Racine",367261,367.261,228.21598540000002,12764,212.73333333333332,3.5455555555555556
"Lafayette County, Wisconsin","St. Luke's Hospital, Racine",212171,212.171,131.84305940000002,9420,157,2.6166666666666667
"Langlade County, Wisconsin","St. Luke's Hospital, Racine",340627,340.627,211.6656178,13419,223.65,3.7275
"Lincoln County, Wisconsin","St. Luke's Hospital, Racine",400332,400.332,248.7663048,14360,239.33333333333334,3.988888888888889
"Manitowoc, Manitowoc County, Wisconsin","St. Luke's Hospital, Racine",176361,176.361,109.59072540000001,6972,116.2,1.9366666666666668
"Marathon County, Wisconsin","St. Luke's Hospital, Racine",340132,340.132,211.3580248,12497,208.28333333333333,3.471388888888889
"Marinette County, Wisconsin","St. Luke's Hospital, Racine",335777,335.777,208.6518278,12336,205.6,3.4266666666666667
"Marquette County, Wisconsin","St. Luke's Hospital, Racine",233414,233.414,145.0434596,9572,159.53333333333333,2.658888888888889
"Menominee County, Wisconsin","St. Luke's Hospital, Racine",306878,306.878,190.6939892,11259,187.65,3.1275
"Milwaukee County, Wisconsin","St. Luke's Hospital, Racine",50324,50.324,31.271333600000002,2643,44.05,0.7341666666666666
"Monroe County, Wisconsin","St. Luke's Hospital, Racine",333497,333.497,207.23503580000002,11904,198.4,3.3066666666666666
"Oconto County, Wisconsin","St. Luke's Hospital, Racine",273898,273.898,170.2002172,9822,163.7,2.7283333333333335
"Oneida County, Wisconsin","St. Luke's Hospital, Racine",441199,441.199,274.1610586,15570,259.5,4.325
"Outagamie County, Wisconsin","St. Luke's Hospital, Racine",239063,239.063,148.5537482,8973,149.55,2.4925
"Port Washington, Ozaukee County, Wisconsin","St. Luke's Hospital, Racine",89749,89.749,55.7700286,4076,67.93333333333334,1.1322222222222222
"Pepin County, Wisconsin","St. Luke's Hospital, Racine",470164,470.164,292.1599096,16818,280.3,4.671666666666667
"Pierce County, Wisconsin","St. Luke's Hospital, Racine",537281,537.281,333.8664134,18302,305.03333333333336,5.083888888888889
"Polk County, Wisconsin","St. Luke's Hospital, Racine",560697,560.697,348.41711580000003,19478,324.6333333333333,5.410555555555556
"Portage County, Wisconsin","St. Luke's Hospital, Racine",283215,283.215,175.989801,10326,172.1,2.868333333333333
"Price County, Wisconsin","St. Luke's Hospital, Racine",489443,489.443,304.1398802,17803,296.71666666666664,4.945277777777778
"Racine, Racine County, Wisconsin","St. Luke's Hospital, Racine",1183,1.183,0.7351162,111,1.85,0.030833333333333334
"Richland County, Wisconsin","St. Luke's Hospital, Racine",277337,277.337,172.3372118,11402,190.03333333333333,3.167222222222222
"Rock County, Wisconsin","St. Luke's Hospital, Racine",126263,126.263,78.4598282,5712,95.2,1.5866666666666667
"Rusk County, Wisconsin","St. Luke's Hospital, Racine",517910,517.91,321.829274,18821,313.68333333333334,5.228055555555556
"St. Croix County, Wisconsin","St. Luke's Hospital, Racine",524663,524.663,326.0255882,17908,298.46666666666664,4.974444444444444
"Sauk County, Wisconsin","St. Luke's Hospital, Racine",260604,260.604,161.93932560000002,9628,160.46666666666667,2.6744444444444446
"Sawyer County, Wisconsin","St. Luke's Hospital, Racine",554309,554.309,344.4476126,20293,338.21666666666664,5.6369444444444445
"Shawano County, Wisconsin","St. Luke's Hospital, Racine",302061,302.061,187.7007054,10747,179.11666666666667,2.9852777777777777
"Sheboygan, Sheboygan County, Wisconsin","St. Luke's Hospital, Racine",140448,140.448,87.2743872,5699,94.98333333333333,1.5830555555555557
"Taylor County, Wisconsin","St. Luke's Hospital, Racine",444722,444.722,276.3502508,16039,267.31666666666666,4.455277777777778
"Trempealeau County, Wisconsin","St. Luke's Hospital, Racine",411812,411.812,255.89997680000002,14642,244.03333333333333,4.067222222222222
"Vernon County, Wisconsin","St. Luke's Hospital, Racine",318328,318.328,197.80901920000002,13309,221.81666666666666,3.6969444444444446
"Vilas County, Wisconsin","St. Luke's Hospital, Racine",484542,484.542,301.0943988,17688,294.8,4.913333333333333
"Walworth County, Wisconsin","St. Luke's Hospital, Racine",71935,71.935,44.700409,3969,66.15,1.1025
"Washburn County, Wisconsin","St. Luke's Hospital, Racine",582945,582.945,362.242023,19691,328.18333333333334,5.469722222222222
"Washington County, Wisconsin","St. Luke's Hospital, Racine",106427,106.427,66.1337378,4642,77.36666666666666,1.2894444444444444
"Waukesha County, Wisconsin","St. Luke's Hospital, Racine",82424,82.424,51.2182736,3900,65,1.0833333333333333
"Waupaca County, Wisconsin","St. Luke's Hospital, Racine",258309,258.309,160.5132126,9771,162.85,2.714166666666667
"Waushara County, Wisconsin","St. Luke's Hospital, Racine",243747,243.747,151.4643858,9835,163.91666666666666,2.7319444444444443
"Winnebago County, Wisconsin","St. Luke's Hospital, Racine",190965,190.965,118.66565100000001,7434,123.9,2.065
"Wood County, Wisconsin","St. Luke's Hospital, Racine",336796,336.796,209.2850344,12834,213.9,3.565
"Adams County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",134645,134.645,83.668403,5666,94.43333333333334,1.573888888888889
"Ashland, Ashland County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",418581,418.581,260.1062334,15832,263.8666666666667,4.397777777777778
"Barron County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",375774,375.774,233.5059636,12737,212.28333333333333,3.5380555555555557
"Bayfield County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",449460,449.46,279.294444,17486,291.43333333333334,4.857222222222222
"Brown County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",69125,69.125,42.954275,2863,47.71666666666667,0.7952777777777778
"Buffalo County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",330827,330.827,205.5758978,13167,219.45,3.6575
"Burnett County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",454720,454.72,282.563008,15854,264.23333333333335,4.403888888888889
"Calumet County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",21812,21.812,13.553976800000001,1379,22.983333333333334,0.38305555555555554
"Chippewa County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",305703,305.703,189.9638442,10945,182.41666666666666,3.040277777777778
"Clark County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",233352,233.352,145.0049328,8975,149.58333333333334,2.4930555555555554
"Columbia County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",148637,148.637,92.3630318,5919,98.65,1.6441666666666668
"Crawford County, Wisconsin","Children's Hospital of Wisconsin- Fox Valley, Neenah",283714,283.714,176.2998796,12176,202.93333333333334,3.382222222222222
